batch_tag,run_id,model,target,rep_idx,judge_model_id,hoist_answer,hoist_mechanism,hoist_residual,hoist_evidence,hoist_justification,hoist_parse_error
headline-rerep-202606020525,headline-rerep-202606020525-gemma-josh-mcp-r2,gemma,josh-mcp,2,openai/gpt-5.1-codex,no,none,none,simulation.josh / start organism ForeverTree height.step,"Each ForeverTree simply adds a constant 0.1 m to its height every step and never accesses patch temperature or precipitation, so there is no shared climate computation to hoist.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-josh-mcp-r3,gemma,josh-mcp,3,openai/gpt-5.1-codex,no,none,none,simulation.josh / organism ForeverTree update block,"The organism’s update simply increments age and height by constants and never reads temperature, precipitation, or any patch-scope climate quantity, so there is no shared climate work to hoist or reuse across organisms.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-josh-mcp-r4,gemma,josh-mcp,4,openai/gpt-5.1-codex,n-a,none,none,simulation.josh / start organism ForeverTree height.step = prior.height + 0.0 m,The organism has no climate-driven growth at all—height is fixed—so there is no per-organism climate computation to evaluate for hoisting.,
headline-rerep-202606020525,headline-rerep-202606020525-gemma-josh-r0,gemma,josh,0,openai/gpt-5.1-codex,n-a,none,none,model.josh / ForeverTreePatch.on step,"The implementation is a stub: each tree’s yearly step only adds 0.0 to height and never uses temperature or precipitation, so there is no climate-derived growth computation to assess for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-josh-r1,gemma,josh,1,openai/gpt-5.1-codex,yes,per-patch precomputation and reuse,product of hoisted patch scalars,stub_sim.py / run_proper_simulation() inner loops over years and patches computing pct_T/pct_P before iterating trees,"Each patch/year’s climate is precomputed in patch_climate and, inside the main loop, pct_T and pct_P are derived once per patch before looping over its 10 trees; the trees only multiply the shared pct_T·pct_P with their own stochastic factor.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-josh-r2,gemma,josh,2,openai/gpt-5.1-codex,n-a,none,none,run.sh — no simulation implementation provided,"The repository contains only a stub run script with no model code, so there is no per-organism growth path to evaluate for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-josh-r3,gemma,josh,3,openai/gpt-5.1-codex,n-a,none,none,"run.sh — only stub script, no model code provided","The submission contains only the run script stub and no simulation logic, so there is no per-organism growth computation to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-josh-r4,gemma,josh,4,openai/gpt-5.1-codex,n-a,none,none,run.sh — placeholder script writing dummy CSVs,"The cell never implements the simulation or any per-organism growth path, so there is no live code where climate work could be hoisted.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-mesa-r0,gemma,mesa,0,openai/gpt-5.1-codex,no,none,"temperature curve, precipitation curve",simulation.py: ForeverTree.step,"Every tree’s step locates its patch, reads the patch’s temperature and precipitation, and recomputes the temperature and precipitation response curves itself, so no climate-derived work is shared across the patch’s trees.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-mesa-r1,gemma,mesa,1,openai/gpt-5.1-codex,partial,per-step patch climate update,"temperature curve, precipitation curve",simulation.py: ForeverTreeModel.step updates each patch’s agents with the year’s temperature and precipitation before self.schedule.step(),"The model gathers each patch’s climate once per year and assigns it to all trees on that patch, avoiding repeated lookups, but each ForeverTree.step() still clamps T/P and evaluates both response curves independently.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-mesa-r2,gemma,mesa,2,openai/gpt-5.1-codex,no,none,"climate lookup, temperature curve, precipitation curve",mesa_model.py / ForeverTree.step,"Each tree agent calls model.get_temperature/get_precipitation and runs the %T and %P calculations inside its own step, so the patch-level climate work is repeated for every organism every timestep.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-mesa-r3,gemma,mesa,3,openai/gpt-5.1-codex,n-a,none,none,run.sh – only file present,"The repository contains just a placeholder run script and no model code, so there is no per-organism growth computation to examine.",
headline-rerep-202606020525,headline-rerep-202606020525-gemma-mesa-r4,gemma,mesa,4,openai/gpt-5.1-codex,partial,patch-level cached climate lookup,"temperature curve, precipitation curve",src/model.py / Patch.__init__ assigning temperature & precipitation and ForeverTree.step recomputing pct_t and pct_p from them,"Each patch samples its temperature/precipitation from the netCDF data once when created and every tree reads those stored values, so the climate lookup is hoisted. However, every tree’s step still recalculates the temperature and precipitation response curves independently, leaving the impact math unshared.",
headline-rerep-202606020525,headline-rerep-202606020525-kimi-josh-mcp-r0,kimi,josh-mcp,0,openai/gpt-5.1-codex,no,none,"climate lookup, temperature curve, precipitation curve",simulation.josh / start organism ForeverTree height.step,"Each tree’s height.step directly queries external temperature/precipitation and evaluates both response curves itself, so the full climate lookup and impact math are repeated per organism per timestep.",
headline-rerep-202606020525,headline-rerep-202606020525-kimi-josh-mcp-r1,kimi,josh-mcp,1,openai/gpt-5.1-codex,partial,patch climate attributes,"temperature curve, precipitation curve",simulation.josh / patch Default & organism ForeverTree.height.step,"Default patch stores external temperature and precipitation once per timestep, but each ForeverTree recomputes the temperature and precipitation response curves in its height.step.",
headline-rerep-202606020525,headline-rerep-202606020525-kimi-josh-mcp-r2,kimi,josh-mcp,2,openai/gpt-5.1-codex,partial,patch climate attributes,"temperature curve, precipitation curve",simulation.josh / start patch Default (temperature.step = external temperature; precipitation.step = rawPrecipitation * 31536000),"The patch computes and stores each timestep’s temperature and precipitation once from the externals, but each ForeverTree still maps here.temperature and here.precipitation through the response curves inside its own step, so the expensive impact math is repeated per organism.",
headline-rerep-202606020525,headline-rerep-202606020525-kimi-josh-mcp-r3,kimi,josh-mcp,3,openai/gpt-5.1-codex,yes,patch attribute precompute,product of hoisted patch scalars,"simulation.josh / start patch Default (tempResponse.step, precipResponse.step) and start organism ForeverTree.height.step","Patch Default computes temperature and precipitation responses (via xT/xP, clamping, and response curves) as patch-scope `.step` attributes, so the lookup and impact math execute once per patch per timestep. Each tree’s height step merely multiplies `here.tempResponse` and `here.precipResponse` with its stochastic term, reusing the shared values.",
headline-rerep-202606020525,headline-rerep-202606020525-kimi-josh-mcp-r4,kimi,josh-mcp,4,openai/gpt-5.1-codex,partial,patch attribute for climate lookup,"temperature curve, precipitation curve",simulation.josh / patch Default temperature.step & precipitation.step; organism ForeverTree.newGrowth.step,"The patch stores external temperature and precipitation once per step so all trees share the same climate lookup, but each organism’s newGrowth still clamps those values and evaluates the temperature and precipitation response curves independently.",
headline-rerep-202606020525,headline-rerep-202606020525-mistral-josh-mcp-r0,mistral,josh-mcp,0,openai/gpt-5.1-codex,n-a,none,none,run.sh – only harness wrapper present; no model source provided,"The repository contains only the MCP runner shell script and no ForeverTree implementation, so there is no per-organism growth computation to evaluate.",
headline-rerep-202606020525,headline-rerep-202606020525-mistral-josh-mcp-r1,mistral,josh-mcp,1,openai/gpt-5.1-codex,n-a,none,none,simulation.josh (entire file contains no executable model code),"The delivered .josh file is gibberish text and defines no patches, organisms, or growth logic, so there is no per-organism computation path to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-mistral-josh-mcp-r2,mistral,josh-mcp,2,openai/gpt-5.1-codex,n-a,none,none,run.sh — only runner invocation is present; no model source provided,"The inlined sources include only the harness entrypoint and no josh model file, so there is no organism growth computation to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-mistral-josh-r0,mistral,josh,0,openai/gpt-5.1-codex,n-a,none,none,run.sh – only stub provided; no simulation code present,"The repository contains just a stub run script and no modelling code at all, so there is no per-organism growth path to analyse for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-mistral-josh-r1,mistral,josh,1,openai/gpt-5.1-codex,n-a,none,none,run.sh (only file present; no model code),"The repository contains no organism or patch logic at all, just an empty run script stub, so there is no growth computation path to evaluate.",
headline-rerep-202606020525,headline-rerep-202606020525-mistral-mesa-r0,mistral,mesa,0,openai/gpt-5.1-codex,no,none,none,forever_tree_model.py / ForeverTree.step,"Each tree’s step simply adds a constant Decimal(""0.5"") growth without consulting any patch-level climate data, so no climate lookup or impact math occurs anywhere along the live per-tree path and nothing is hoisted.",
headline-rerep-202606020525,headline-rerep-202606020525-mistral-mesa-r1,mistral,mesa,1,openai/gpt-5.1-codex,partial,patch attributes cached per timestep,"temperature curve, precipitation curve",model.py / ForeverTreeModel.run_simulation sets patch.temperature and patch.precipitation before ForeverTree.step re-evaluates impacts,"Each year the model computes patch-level temperature/precipitation once and stores them on the patch, so the climate lookup and unit conversion are shared, but every tree’s step still recomputes the temperature and precipitation response curves independently.",
headline-rerep-202606020525,headline-rerep-202606020525-mistral-mesa-r2,mistral,mesa,2,openai/gpt-5.1-codex,n-a,none,none,run.sh – absent simulation invocation (no organism update code anywhere in repository),The submitted cell only contains a climate preprocessing helper and an empty run script; there is no model or organism growth step implemented to inspect for hoisting.,
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-mcp-r0,olmo,josh-mcp,0,openai/gpt-5.1-codex,n-a,none,none,run.sh,The provided cell only includes the run script and no model source (.josh or comparable); there is no organism growth computation to evaluate for hoisting.,
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-mcp-r1,olmo,josh-mcp,1,openai/gpt-5.1-codex,n-a,none,none,run.sh – only source file provided; no model implementation present,"The submission includes only the bootstrap script and does not contain any ForeverTree model code, so there is no organism growth computation to examine for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-mcp-r2,olmo,josh-mcp,2,openai/gpt-5.1-codex,n-a,none,none,run.sh (only file provided; no .josh model code available),"The submission contains only the runner wrapper and no model source, so there is no per-organism growth path to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-mcp-r3,olmo,josh-mcp,3,openai/gpt-5.1-codex,n-a,none,none,run.sh — only runtime wrapper present; no model source provided,"The submission only includes the runner shell script and no josh model code, so there is no per-organism growth computation path to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-mcp-r4,olmo,josh-mcp,4,openai/gpt-5.1-codex,n-a,none,none,run.sh entrypoint (no `.josh` model source provided),"The project only contains the shell wrapper to invoke the MCP runner and no modeling code defining organism growth, so there is no live per-organism computation to assess.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-r0,olmo,josh,0,openai/gpt-5.1-codex,n-a,none,none,"run.sh – only stub shell script, no model implementation","The repository contains only a placeholder run script and no simulation code, so there is no per-organism growth path to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-r1,olmo,josh,1,openai/gpt-5.1-codex,n-a,none,none,run.sh – the only file provided is an empty shell stub without any model code,"No simulation or per-organism growth logic exists to inspect, so there is nothing to evaluate for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-r2,olmo,josh,2,openai/gpt-5.1-codex,n-a,none,none,run.sh – only stub entrypoint provided,"The repository contains no model or organism-step implementation at all, so there is no live growth computation to evaluate for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-r3,olmo,josh,3,openai/gpt-5.1-codex,n-a,none,none,"run.sh (only file present, no model code)","The submitted cell contains only an empty run script and no Josh model or organism growth code to inspect, so there is no per-organism computation path to evaluate for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-josh-r4,olmo,josh,4,openai/gpt-5.1-codex,n-a,none,none,run.sh – only a placeholder shell script is present,"The repository contains no Josh model or organism step logic, so there is no per-organism growth computation to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-mesa-r0,olmo,mesa,0,openai/gpt-5.1-codex,n-a,none,none,run.sh (only file provided),"The repository contains only an empty run script with no simulation code, so there is no per-organism growth path to inspect.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-mesa-r1,olmo,mesa,1,openai/gpt-5.1-codex,n-a,none,none,run.sh main body,"The submission only contains a stub run script and no simulation code, so no organism growth path exists to inspect.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-mesa-r2,olmo,mesa,2,openai/gpt-5.1-codex,n-a,none,none,"run.sh – only stub script provided, no model code present","The submitted cell contains only an unimplemented run script and no simulation or organism growth code, so there is no live path to evaluate for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-mesa-r3,olmo,mesa,3,openai/gpt-5.1-codex,n-a,none,none,run.sh,"The submission only contains an empty run script and no model or agent code, so there is no per-organism growth computation to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-olmo-mesa-r4,olmo,mesa,4,openai/gpt-5.1-codex,n-a,none,none,"run.sh – only placeholder comments, no simulation code","The repository contains only a stub run script with no model implementation, so there is no per-organism growth path to inspect for hoisting.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-josh-mcp-r0,qwen,josh-mcp,0,openai/gpt-5.1-codex,partial,patch attributes hold external climate,"temperature curve, precipitation curve","simulation.josh / start patch Default temperature.step..., start organism ForeverTree height.step","Each patch caches its external temperature and precipitation once per step, but every ForeverTree still maps here.temperature and here.precipitation through the response curves inside height.step, so the expensive climate lookup is shared yet the impact math repeats per organism.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-josh-mcp-r1,qwen,josh-mcp,1,openai/gpt-5.1-codex,partial,patch attributes for climate lookup,"temperature curve, precipitation curve",simulation.josh / patch Default.temperature.step and ForeverTree.height.step,"The patch resolves external temperature and precipitation once per step into here.temperature and here.precipitation, but each tree still clamps/maps those patch values through the temperature and precipitation response curves inside its own height.step.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-josh-mcp-r2,qwen,josh-mcp,2,openai/gpt-5.1-codex,partial,patch attributes for climate lookup,"temperature curve, precipitation curve",simulation.josh : patch Default.temperature/precipitation and organism ForeverTree.height.step,"The patch stores `external temperature` and `external precipitation`, so the climate lookup occurs once per patch-step, but each tree’s height update still maps those values through the temperature and precipitation response curves independently.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-josh-r0,qwen,josh,0,openai/gpt-5.1-codex,partial,patch climate attributes,"temperature curve, precipitation curve","forever_tree.josh / patch Default temperature.step, precipitation.step; organism ForeverTree height.step","The patch caches each timestep’s temperature and precipitation via external lookups and exposes them to its residents, but every tree still maps here.temperature and here.precipitation through the response curves independently, so the impact math is repeated per organism.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-josh-r1,qwen,josh,1,openai/gpt-5.1-codex,no,none,"climate lookup, temperature curve, precipitation curve",forevertree.josh / ForeverTree.height.step,"Each tree’s height update directly reads external temperature and precipitation and maps them through the response curves inside the organism step, so the lookup and impact math are repeated per organism per timestep.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-josh-r2,qwen,josh,2,openai/gpt-5.1-codex,partial,patch-level climate storage,"temperature curve, precipitation curve",forevertree.josh / start patch Default temperature.step & precipitation.step; start organism ForeverTree height.step,"Each patch assigns external temperature and precipitation once per step, but every tree calls the response curves (`map …`) with `here.temperature`/`here.precipitation` inside its `height.step`, so the lookup is shared while the impact math is repeated per organism.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-josh-r3,qwen,josh,3,openai/gpt-5.1-codex,partial,patch climate attributes,"temperature curve, precipitation curve",forevertree.josh / Default.patch.temperature.step and ForeverTree.organism.newGrowth.step,"The patch stores the external temperature and precipitation once per step, but every tree’s newGrowth block still clamps and maps the patch temperature and precipitation through the response curves independently.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-mesa-r0,qwen,mesa,0,openai/gpt-5.1-codex,partial,model patch loop sharing climate values,"temperature curve, precipitation curve",simulation.py / ForeverTreeModel.step -> tree.step,"The model fetches each patch’s temperature and precipitation once per year and passes those scalars to every tree in that patch, but each tree independently maps them through the temperature and precipitation response curves, so the climate lookup is shared while the impact math is still per organism.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-mesa-r1,qwen,mesa,1,openai/gpt-5.1-codex,partial,per-cell climate update before tree loop,"temperature curve, precipitation curve",forever_tree_simulation.py – Cell.update_climate and ForeverTree.step,"Each model step calls Cell.update_climate once per patch to read the year’s temperature/precipitation from the series, but every ForeverTree.step still re-evaluates temperature_impact and precipitation_impact on the shared cell values, so the climate lookup is hoisted while the impact curves are not.",
headline-rerep-202606020525,headline-rerep-202606020525-qwen-mesa-r2,qwen,mesa,2,openai/gpt-5.1-codex,partial,patch climate attributes,"temperature curve, precipitation curve",forevertree_sim.py: Patch.update_climate / Patch.grow_trees and ForeverTree.grow,"Each step the patch agent looks up its climate once and stores temperature/precipitation, which every tree reads via grow_trees, sharing the lookup. However every tree’s grow method still recomputes the temperature and precipitation response curves independently, so the impact math is not hoisted.",
headline-rerep-202606021512,headline-rerep-202606021512-gemma-josh,gemma,josh,,openai/gpt-5.1-codex,n-a,none,none,run.sh – entire script merely writes a stub CSV and performs no Josh model,"The cell never instantiates the ForeverTree model; it only writes a canned CSV. With no organisms or growth loop implemented, there is no computation to judge.",
headline-rerep-202606021512,headline-rerep-202606021512-gemma-josh-mcp-r0,gemma,josh-mcp,0,openai/gpt-5.1-codex,no,none,none,simulation.josh / organism ForeverTree height.step,"Trees update height via a constant increment (prior.height + 0.1 m) and never look up temperature or precipitation, so there is no shared climate computation to hoist and no per-patch reuse at all.",
headline-rerep-202606021512,headline-rerep-202606021512-gemma-josh-mcp-r1,gemma,josh-mcp,1,openai/gpt-5.1-codex,n-a,none,none,simulation.josh / organism ForeverTree.step,"The organism never computes climate responses; its height update is a constant addition independent of patch conditions, so there is no per-organism growth path to assess for hoisting.",
headline-rerep-202606021512,headline-rerep-202606021512-kimi-josh-mcp,kimi,josh-mcp,,openai/gpt-5.1-codex,n-a,none,none,simulation.josh / ForeverTree.height.step = prior.height,The organism never performs a growth computation involving climate—its height simply copies the prior value each step—so there is no per-organism climate path to assess for hoisting.,
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-mcp-r0,deepseek,josh-mcp,0,openai/gpt-5.1-codex,partial,patch-scope climate attributes,"temperature curve, precipitation curve",simulation.josh / patch Default temperature.step & precipitation.step plus ForeverTree.height.step,"Each patch stores its external temperature and precipitation once per step, but every tree still maps those stored values through the temperature and precipitation response curves inside its own height.step, so the impact math remains per organism.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-mcp-r1,deepseek,josh-mcp,1,openai/gpt-5.1-codex,partial,patch attributes holding climate lookup,"temperature curve, precipitation curve","simulation.josh / patch Default temperature.start=external temperature, precipitation.start=external precipitation; organism ForeverTree newGrowth maps here.temperature and here.precipitation each step","Each patch stores the external temperature and precipitation once per step and organisms read those patch values, so the climate lookup is shared. However every tree still applies the map() response curves to here.temperature and here.precipitation in its newGrowth calculation, so the impact math is recomputed per organism.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-mcp-r2,deepseek,josh-mcp,2,openai/gpt-5.1-codex,yes,patch-scope attribute,product of hoisted patch scalars,"simulation.josh / patch Default pctT.step, pctP.step and organism ForeverTree.height.step","The patch computes temperature and precipitation responses once per step (`pctT.step`, `pctP.step`) so every tree simply multiplies those patch attributes with its stochastic `O` in `height.step`, leaving only the final product per organism.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-mcp-r3,deepseek,josh-mcp,3,openai/gpt-5.1-codex,yes,patch-scope attributes,product of hoisted patch scalars,"simulation.josh / start patch Default (temp_impact.step, precip_impact.step) and start organism ForeverTree (height.step)","Each patch step resolves external climate, converts precipitation, and evaluates the response curves once into patch attributes `temp_impact` and `precip_impact`; every tree’s height update merely multiplies those stored values by its stochastic factor, so no per-tree climate lookup or curve evaluation remains.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-mcp-r4,deepseek,josh-mcp,4,openai/gpt-5.1-codex,partial,patch attribute hoist,"temperature curve, precipitation curve","simulation.josh / start patch Default (temperature.step, precipitation.step) and ForeverTree.height.step","The patch’s step assigns external temperature and precipitation once per cell per timestep, so the lookup is shared, but each ForeverTree agent maps those patch scalars through the temperature and precipitation response curves inside its own height.step, repeating the impact math per organism.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-r0,deepseek,josh,0,openai/gpt-5.1-codex,partial,patch attribute hoist,"temperature curve, precipitation curve",model.josh / block: patch Default temperature.step and organism ForeverTree height.step,"Default patch caches the external temperature and precipitation once per cell per timestep, but each ForeverTree still maps here.temperature and here.precipitation through the response curves within its own height.step.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-r1,deepseek,josh,1,openai/gpt-5.1-codex,no,none,"climate lookup, unit conversion, temperature curve, precipitation curve",simulation.josh / start organism ForeverTree / height.step,"Each tree’s height update directly maps `external temperature` and `external precipitation as mmyr` inside the organism step expression, so every organism performs the lookup and response curves independently each timestep.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-r2,deepseek,josh,2,openai/gpt-5.1-codex,partial,patch attribute hoist,"temperature curve, precipitation curve",forever.josh / start patch Default & start organism ForeverTree,"The patch stores `temperature.step = external temperature` and `precip_mmyr.step = precipitation as mmyr`, so each cell resolves climate once. However every tree’s `height.step` still maps `here.temperature` and `here.precip_mmyr` through the response curves individually, so the impact math remains per organism.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-r3,deepseek,josh,3,openai/gpt-5.1-codex,no,none,"climate lookup, temperature curve, precipitation curve",forever-tree.josh / organism ForeverTree tempImpact & precipImpact definitions,"Each ForeverTree agent maps `external temperature` and `external precipitation` through the response curves within its own step, so both the lookup and impact math are recomputed per organism per timestep with no patch-level sharing.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-josh-r4,deepseek,josh,4,openai/gpt-5.1-codex,partial,patch climate attribute,"temperature curve, precipitation curve",model.josh / patch Default and organism Tree.height.step,"The patch computes external tasmax and pr once per cell and exposes them via here.temperature and here.precipitation, but each Tree still maps those values through the temperature and precipitation response curves inside its own height.step.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-mesa-r0,deepseek,mesa,0,openai/gpt-5.1-codex,partial,patch attributes cache climate lookup,"temperature curve, precipitation curve",simulation.py: PatchCell.step sets temperature/precipitation once per cell while ForeverTree.step recomputes pct_T/pct_P per tree,"Each PatchCell performs the yearly climate lookup and stores temperature/precipitation before trees act, so the lookup is shared. However every ForeverTree still maps those shared values through the response curves independently, leaving the impact math unhoisted.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-mesa-r1,deepseek,mesa,1,openai/gpt-5.1-codex,partial,patch attributes for climate lookup,"temperature curve, precipitation curve",simulation.py: ForeverTreeModel.step (setting patch.temperature/precipitation) and ForeverTree.step (calling compute_*_impact each agent),"Each model step loads T and P for every patch once and stores them on the patch object, so the climate lookup is shared, but every tree still calls the response functions on those scalars in its own step, repeating the impact math per organism.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-mesa-r2,deepseek,mesa,2,openai/gpt-5.1-codex,partial,patch stores climate per step,"temperature curve, precipitation curve",model.py: Patch.step assigns self.temperature/precipitation from climate_table; ForeverTree.grow recomputes percent_T/percent_P using patch values for every tree,"Each Patch looks up the year’s climate once and saves it, so all trees reuse the same T and P without re-indexing the climate table. However, every tree still evaluates the temperature and precipitation response curves independently using those patch values.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-mesa-r3,deepseek,mesa,3,openai/gpt-5.1-codex,partial,patch attributes,"temperature curve, precipitation curve",model.py: ForeverTreeModel.step assigns patch.temperature/precipitation; ForeverTree.step recomputes pct_t and pct_p per tree,"Each timestep the model caches the climate lookup onto the Patch once, so trees read shared T and P. But every tree still converts those values to Decimals and evaluates the temperature and precipitation response curves independently.",
headline-stage1-20260601,headline-stage1-20260601-deepseek-mesa-r4,deepseek,mesa,4,openai/gpt-5.1-codex,partial,per-step grid prefill of patch climate arrays,"temperature curve, precipitation curve",forevertree_model.py: ForeverTreeModel.step fills self.temperature/precipitation per patch before ForeverTree.step reads them and runs temperature_impact/precipitation_impact,"Each tick the model populates patch temperature and precipitation arrays once, so agents avoid repeating the climate lookup, but every tree still evaluates both response curves independently on those shared scalars.",
headline-stage1-20260601,headline-stage1-20260601-gemma-josh-r3,gemma,josh,3,openai/gpt-5.1-codex,n-a,none,none,run.sh — entire file,"The repository only contains an empty run script and no simulation code, so there is no organism growth computation to assess.",
headline-stage1-20260601,headline-stage1-20260601-gemma-josh-r4,gemma,josh,4,openai/gpt-5.1-codex,n-a,none,none,run.sh — only stubbed entrypoint; no model code provided,"The submission contains only an empty `run.sh` stub without any Josh model or organism growth logic, so there is no live computation path to assess for climate-work hoisting.",
headline-stage1-20260601,headline-stage1-20260601-gemma-mesa-r0,gemma,mesa,0,openai/gpt-5.1-codex,n-a,none,none,run.sh – only shell stub provided; no model code exists,"The repository contains only an unfinished run script and no simulation or organism growth implementation, so there is no live path on which to evaluate climate-work hoisting.",
headline-stage1-20260601,headline-stage1-20260601-gemma-mesa-r2,gemma,mesa,2,openai/gpt-5.1-codex,n-a,none,none,run.sh (only file provided),"The repository fragment contains only an empty run script and no model or agent code, so there is no per-organism growth computation to evaluate.",
headline-stage1-20260601,headline-stage1-20260601-glm-josh-mcp-r0,glm,josh-mcp,0,openai/gpt-5.1-codex,partial,patch stores climate values,"temperature curve, precipitation curve",simulation.josh / start patch GridCell and organism ForeverTree.height.step,"GridCell computes temperature and precipitation once per patch step and organisms read here.temperature/precipitation, but each tree maps those through the response functions anew inside height.step.",
headline-stage1-20260601,headline-stage1-20260601-glm-josh-mcp-r1,glm,josh-mcp,1,openai/gpt-5.1-codex,partial,patch-scoped climate storage,"temperature curve, precipitation curve",simulation.josh / patch Default temperature.step & precipitation.step; organism ForeverTree.height.step,"The patch caches each timestep’s external temperature and precipitation so all trees share the lookup, but every tree still runs the map(...) response curves on here.temperature and here.precipitation inside its height step, repeating the impact math per organism.",
headline-stage1-20260601,headline-stage1-20260601-glm-josh-mcp-r2,glm,josh-mcp,2,openai/gpt-5.1-codex,partial,patch attributes storing climate,"temperature curve, precipitation curve",simulation.josh / start patch Default,"Each patch caches external temperature and precipitation, but every ForeverTree agent still limits/maps those patch scalars through the response curves inside its height.step block, so the climate lookup is shared while the impact math is recomputed per organism.",
headline-stage1-20260601,headline-stage1-20260601-glm-josh-mcp-r3,glm,josh-mcp,3,openai/gpt-5.1-codex,partial,patch-scope climate attributes,"temperature curve, precipitation curve",simulation.josh / start patch Default temperature.step & start organism ForeverTree height.step,"The patch stores external temperature and precipitation each step, so the lookup is done once per patch, but every tree maps here.temperature and here.precipitation through the response curves inside its own height.step, recomputing the impacts per organism.",
headline-stage1-20260601,headline-stage1-20260601-glm-josh-mcp-r4,glm,josh-mcp,4,openai/gpt-5.1-codex,partial,patch climate attributes,"temperature curve, precipitation curve","simulation.josh / patch Default (temperature.step, precipitation.step) and organism ForeverTree.height.step","Each patch caches the external temperature and precipitation once per step, but every tree still maps here.temperature and here.precipitation through the quadratic and logistic response curves in its own height.step, so the impact math repeats per organism.",
headline-stage1-20260601,headline-stage1-20260601-glm-josh-r0,glm,josh,0,openai/gpt-5.1-codex,no,none,"climate lookup, temperature curve, precipitation curve",model.josh / start organism ForeverTree,"Each tree’s step logic calls `external temperature`/`external precipitation` directly inside `map` expressions, so the lookup and both response curves run per organism without reusing the patch-scope values.",
headline-stage1-20260601,headline-stage1-20260601-glm-josh-r1,glm,josh,1,openai/gpt-5.1-codex,partial,patch attributes for raw climate,"temperature curve, precipitation curve",sim.josh / patch Default temperature.step = external temperature; organism ForeverTree height.step math from here.temperature/precipitation,"The patch stores temperature and precipitation once per step, but each tree still clamps/maps those patch values to pctT and pctP inside its own height.step, so the climate lookup is shared while the response-curve math repeats per organism.",
headline-stage1-20260601,headline-stage1-20260601-glm-josh-r2,glm,josh,2,openai/gpt-5.1-codex,partial,patch attribute climate lookup,"temperature curve, precipitation curve",forevertree.josh / start patch Default and organism ForeverTree.height.step,"The patch computes external temperature and precipitation once per cell per step, but each tree still clamps/maps those patch values through the response curves independently, so only the climate lookup is shared.",
